Metabolomics_HMDB0000067	Metabolomics_HMDB0000673	Metabolomics_HMDB0000965	Metabolomics_HMDB0001043	Metabolomics_HMDB0003911	Proteomics_WP_000159905.1	Proteomics_WP_001019324.1	Proteomics_WP_001041586.1	Proteomics_WP_001229077.1	Proteomics_WP_129760469.1	RNA_Seq_EW033_RS03940	RNA_Seq_EW033_RS03950	RNA_Seq_EW033_RS03960	RNA_Seq_EW033_RS04890	RNA_Seq_EW033_RS04895
Metabolomics_HMDB0000067	0.975924712084313	0.961215048620666	0.978258249642849	0.986453693445694	0.972943573091178	0.976928781232705	-0.975916691621452	0.98497569314627	0.97803300750131	0.984967381091238	0.985385785358339	0.983879295336695	0.985080628864773	0.986411236866947	0.981326028360569
Metabolomics_HMDB0000673	0.961215048620666	0.946727097135961	0.963513413842914	0.971585331497909	0.958278842961818	0.962203983897475	-0.961207149046546	0.970129608415912	0.963291566672379	0.970121421644655	0.970533519497046	0.969049736105283	0.970232962486686	0.971543514847608	0.966534953345702
Metabolomics_HMDB0000965	0.978258249642849	0.963513413842914	0.980597366932557	0.988812406894496	0.975269982436111	0.979264719625076	-0.978250210002227	0.987330872542529	0.980371586213614	0.987322540612509	0.98774194532776	0.986231853131682	0.987436059173257	0.988769848797651	0.983672481028477
Metabolomics_HMDB0001043	0.986453693445694	0.971585331497909	0.988812406894496	0.997096269070173	0.983440391769817	0.987468595217974	-0.986445586452281	0.995602323034964	0.98858473467789	0.995593921303472	0.996016839618303	0.994494096493153	0.995708390875864	0.997053354439159	0.991913283026945
Metabolomics_HMDB0003911	0.972943573091178	0.958278842961818	0.975269982436111	0.983440391769817	0.969971540527654	0.973944575128293	-0.972935577128275	0.981966906290307	0.975045428337536	0.981958619625954	0.982375745801354	0.980873857626646	0.98207152146363	0.983398064882388	0.978328390067471
Proteomics_WP_000159905.1	0.976928781232705	0.962203983897475	0.979264719625076	0.987468595217974	0.973944575128293	0.977933883406331	-0.976920752518081	0.985989074294588	0.979039245745696	0.985980753687791	0.986399588425411	0.984891548468475	0.986094117975023	0.987426094958254	0.982335654592377
Proteomics_WP_001019324.1	-0.975916691621452	-0.961207149046546	-0.978250210002227	-0.986445586452281	-0.972935577128275	-0.976920752518081	0.975908671224506	-0.984967598299538	-0.9780249697118	-0.984959286312817	-0.985377687141338	-0.983871209500513	-0.985072533155646	-0.986403130222455	-0.981317963507955
Proteomics_WP_001041586.1	0.98497569314627	0.970129608415912	0.987330872542529	0.995602323034964	0.981966906290307	0.985989074294588	-0.984967598299538	0.994110615374148	0.987103541446451	0.994102226230943	0.994524510888664	0.993004049284492	0.994216524293953	0.995559472702799	0.990427102642546
Proteomics_WP_001229077.1	0.97803300750131	0.963291566672379	0.980371586213614	0.98858473467789	0.975045428337536	0.979039245745696	-0.9780249697118	0.987103541446451	0.980145857480263	0.987095211434841	0.987514519582937	0.986004775082777	0.987208703858153	0.988542186379967	0.983445992270237
Proteomics_WP_129760469.1	0.984967381091238	0.970121421644655	0.987322540612509	0.995593921303472	0.981958619625954	0.985980753687791	-0.984959286312817	0.994102226230943	0.987095211434841	0.994093837158533	0.99451611825266	0.992995669479424	0.994208134257	0.995551071332915	0.990418744583926
RNA_Seq_EW033_RS03940	0.985385785358339	0.970533519497046	0.98774194532776	0.996016839618303	0.982375745801354	0.986399588425411	-0.985377687141338	0.994524510888664	0.987514519582937	0.99451611825266	0.994938578727562	0.993417484082933	0.994630463903388	0.995973971445508	0.990839464535578
RNA_Seq_EW033_RS03950	0.983879295336695	0.969049736105283	0.986231853131682	0.994494096493153	0.980873857626646	0.984891548468475	-0.983871209500513	0.993004049284492	0.986004775082777	0.992995669479424	0.993417484082933	0.991898714937553	0.993109840314781	0.994451293858623	0.989324636750812
RNA_Seq_EW033_RS03960	0.985080628864773	0.970232962486686	0.987436059173257	0.995708390875864	0.98207152146363	0.986094117975023	-0.985072533155646	0.994216524293953	0.987208703858153	0.994208134257	0.994630463903388	0.993109840314781	0.994322444496909	0.995665535978581	0.990532619134338
RNA_Seq_EW033_RS04890	0.986411236866947	0.971543514847608	0.988769848797651	0.997053354439159	0.983398064882388	0.987426094958254	-0.986403130222455	0.995559472702799	0.988542186379967	0.995551071332915	0.995973971445508	0.994451293858623	0.995665535978581	0.997010441655174	0.99187059146961
RNA_Seq_EW033_RS04895	0.981326028360569	0.966534953345702	0.983672481028477	0.991913283026945	0.978328390067471	0.982335654592377	-0.981317963507955	0.990427102642546	0.983445992270237	0.990418744583926	0.990839464535578	0.989324636750812	0.990532619134338	0.99187059146961	0.986757238559127
